Id, Date, Value, Class
1269,2015-02-08 20:00:00.000,027,1
1270,2015-02-08 21:00:00.000,026,1
1271,2015-02-08 22:00:00.000,024,1
1272,2015-02-08 23:00:00.000,024,1
1273,2015-02-09 00:00:00.000,024,1
1274,2015-02-09 01:00:00.000,029,1
1275,2015-02-09 02:00:00.000,027,1
1276,2015-02-09 03:00:00.000,037,2
1277,2015-02-09 04:00:00.000,032,1
1278,2015-02-09 05:00:00.000,030,1
1279,2015-02-09 06:00:00.000,041,2
1280,2015-02-09 07:00:00.000,038,2
1281,2015-02-09 08:00:00.000,042,2
1282,2015-02-09 09:00:00.000,045,2
1283,2015-02-09 10:00:00.000,048,2
1284,2015-02-09 11:00:00.000,042,2
1285,2015-02-09 12:00:00.000,044,2
1286,2015-02-09 13:00:00.000,038,2
1287,2015-02-09 14:00:00.000,028,1
1288,2015-02-09 15:00:00.000,028,1
1289,2015-02-09 16:00:00.000,032,1
1290,2015-02-09 17:00:00.000,049,2
1291,2015-02-09 18:00:00.000,068,3
1292,2015-02-09 19:00:00.000,069,3
1293,2015-02-09 20:00:00.000,075,3
1294,2015-02-09 21:00:00.000,057,3
1295,2015-02-09 22:00:00.000,036,2
1296,2015-02-09 23:00:00.000,029,1
1297,2015-02-10 00:00:00.000,029,1
1298,2015-02-10 01:00:00.000,026,1
1299,2015-02-10 02:00:00.000,020,1
1300,2015-02-10 03:00:00.000,018,1
1301,2015-02-10 04:00:00.000,017,1
1302,2015-02-10 05:00:00.000,024,1
1303,2015-02-10 06:00:00.000,022,1
1304,2015-02-10 07:00:00.000,030,1
1305,2015-02-10 08:00:00.000,039,2
1306,2015-02-10 09:00:00.000,044,2
1307,2015-02-10 10:00:00.000,053,3
1308,2015-02-10 11:00:00.000,055,3
1309,2015-02-10 12:00:00.000,056,3
1310,2015-02-10 13:00:00.000,062,3
1311,2015-02-10 14:00:00.000,067,3
1312,2015-02-10 15:00:00.000,074,3
1313,2015-02-10 16:00:00.000,080,4
1314,2015-02-10 17:00:00.000,085,4
1315,2015-02-10 18:00:00.000,087,4
1316,2015-02-10 19:00:00.000,085,4
1317,2015-02-10 20:00:00.000,072,3
1318,2015-02-10 21:00:00.000,074,3
1319,2015-02-10 22:00:00.000,074,3
1320,2015-02-10 23:00:00.000,058,3
1321,2015-02-11 00:00:00.000,062,3
1322,2015-02-11 01:00:00.000,052,3
1323,2015-02-11 02:00:00.000,063,3
1324,2015-02-11 03:00:00.000,068,3
1325,2015-02-11 04:00:00.000,061,3
1326,2015-02-11 05:00:00.000,050,3
1327,2015-02-11 06:00:00.000,047,2
1328,2015-02-11 07:00:00.000,047,2
1329,2015-02-11 08:00:00.000,050,3
1330,2015-02-11 09:00:00.000,050,3
1331,2015-02-11 10:00:00.000,042,2
1332,2015-02-11 11:00:00.000,033,2
1333,2015-02-11 12:00:00.000,032,1
1334,2015-02-11 13:00:00.000,033,2
1335,2015-02-11 14:00:00.000,059,3
1336,2015-02-11 15:00:00.000,068,3
1337,2015-02-11 16:00:00.000,079,3
1338,2015-02-11 17:00:00.000,084,4
1339,2015-02-11 18:00:00.000,101,4
1340,2015-02-11 19:00:00.000,105,4
1341,2015-02-11 20:00:00.000,103,4
1342,2015-02-11 21:00:00.000,103,4
1343,2015-02-11 22:00:00.000,081,4
1344,2015-02-11 23:00:00.000,034,2
1345,2015-02-12 00:00:00.000,035,2
1346,2015-02-12 01:00:00.000,034,2
1347,2015-02-12 02:00:00.000,056,3
1348,2015-02-12 03:00:00.000,072,3
1349,2015-02-12 04:00:00.000,070,3
1350,2015-02-12 05:00:00.000,069,3
1351,2015-02-12 06:00:00.000,069,3
1352,2015-02-12 07:00:00.000,069,3
1353,2015-02-12 08:00:00.000,073,3
1354,2015-02-12 09:00:00.000,076,3
1355,2015-02-12 10:00:00.000,060,3
1356,2015-02-12 11:00:00.000,038,2
1357,2015-02-12 12:00:00.000,036,2
1358,2015-02-12 13:00:00.000,035,2
1359,2015-02-12 14:00:00.000,033,2
1360,2015-02-12 15:00:00.000,037,2
1361,2015-02-12 16:00:00.000,049,2
1362,2015-02-12 17:00:00.000,067,3
1363,2015-02-12 18:00:00.000,085,4
1364,2015-02-12 19:00:00.000,088,4
1365,2015-02-12 20:00:00.000,093,4
1366,2015-02-12 21:00:00.000,098,4
1367,2015-02-12 22:00:00.000,101,4
1368,2015-02-12 23:00:00.000,118,4
1369,2015-02-13 00:00:00.000,151,4
1370,2015-02-13 01:00:00.000,172,4
1371,2015-02-13 02:00:00.000,182,4
1372,2015-02-13 03:00:00.000,191,4
1373,2015-02-13 04:00:00.000,173,4
1374,2015-02-13 05:00:00.000,173,4
1375,2015-02-13 06:00:00.000,165,4
1376,2015-02-13 07:00:00.000,167,4
1377,2015-02-13 08:00:00.000,148,4
1378,2015-02-13 09:00:00.000,139,4
1379,2015-02-13 10:00:00.000,148,4
1380,2015-02-13 11:00:00.000,132,4
1381,2015-02-13 12:00:00.000,095,4
1382,2015-02-13 13:00:00.000,081,4
1383,2015-02-13 14:00:00.000,060,3
1384,2015-02-13 15:00:00.000,061,3
1385,2015-02-13 16:00:00.000,075,3
1386,2015-02-13 17:00:00.000,089,4
1387,2015-02-13 18:00:00.000,091,4
1388,2015-02-13 19:00:00.000,105,4
1389,2015-02-13 20:00:00.000,118,4
1390,2015-02-13 21:00:00.000,147,4
1391,2015-02-13 22:00:00.000,153,4
1392,2015-02-13 23:00:00.000,181,4
1393,2015-02-14 00:00:00.000,181,4
1394,2015-02-14 01:00:00.000,180,4
1395,2015-02-14 02:00:00.000,175,4
1396,2015-02-14 03:00:00.000,169,4
1397,2015-02-14 04:00:00.000,172,4
1398,2015-02-14 05:00:00.000,167,4
1399,2015-02-14 06:00:00.000,163,4
1400,2015-02-14 07:00:00.000,145,4
1401,2015-02-14 08:00:00.000,127,4
1402,2015-02-14 09:00:00.000,113,4
1403,2015-02-14 10:00:00.000,096,4
1404,2015-02-14 11:00:00.000,071,3
1405,2015-02-14 12:00:00.000,047,2
1406,2015-02-14 13:00:00.000,039,2
1407,2015-02-14 14:00:00.000,050,3
1408,2015-02-14 15:00:00.000,062,3
1409,2015-02-14 16:00:00.000,062,3
1410,2015-02-14 17:00:00.000,060,3
1411,2015-02-14 18:00:00.000,082,4
1412,2015-02-14 19:00:00.000,097,4
1413,2015-02-14 20:00:00.000,109,4
1414,2015-02-14 21:00:00.000,125,4
1415,2015-02-14 22:00:00.000,144,4
1416,2015-02-14 23:00:00.000,157,4
